./data/bridge_strike/train/negative/car_1.mp4 0
./data/bridge_strike/train/negative/car_10.mp4 0
./data/bridge_strike/train/negative/car_11.mp4 0
./data/bridge_strike/train/negative/car_12.mp4 0
./data/bridge_strike/train/negative/car_13.mp4 0
./data/bridge_strike/train/negative/car_14.mp4 0
./data/bridge_strike/train/negative/car_15.mp4 0
./data/bridge_strike/train/negative/car_16.mp4 0
./data/bridge_strike/train/negative/car_17.mp4 0
./data/bridge_strike/train/negative/car_18.mp4 0
./data/bridge_strike/train/negative/car_19.mp4 0
./data/bridge_strike/train/negative/car_2.mp4 0
./data/bridge_strike/train/negative/car_20.mp4 0
./data/bridge_strike/train/negative/car_21.mp4 0
./data/bridge_strike/train/negative/car_22.mp4 0
./data/bridge_strike/train/negative/car_23.mp4 0
./data/bridge_strike/train/negative/car_24.mp4 0
./data/bridge_strike/train/negative/car_25.mp4 0
./data/bridge_strike/train/negative/car_26.mp4 0
./data/bridge_strike/train/negative/car_27.mp4 0
./data/bridge_strike/train/negative/car_28.mp4 0
./data/bridge_strike/train/negative/car_29.mp4 0
./data/bridge_strike/train/negative/car_3.mp4 0
./data/bridge_strike/train/negative/car_30.mp4 0
./data/bridge_strike/train/negative/car_31.mp4 0
./data/bridge_strike/train/negative/car_4.mp4 0
./data/bridge_strike/train/negative/car_5.mp4 0
./data/bridge_strike/train/negative/car_6.mp4 0
./data/bridge_strike/train/negative/car_7.mp4 0
./data/bridge_strike/train/negative/car_8.mp4 0
./data/bridge_strike/train/negative/car_9.mp4 0
./data/bridge_strike/train/negative/truck_1.mp4 0
./data/bridge_strike/train/negative/truck_109.mp4 0
./data/bridge_strike/train/negative/truck_150.mp4 0
./data/bridge_strike/train/negative/truck_153.mp4 0
./data/bridge_strike/train/negative/truck_16.mp4 0
./data/bridge_strike/train/negative/truck_17.mp4 0
./data/bridge_strike/train/negative/truck_191.mp4 0
./data/bridge_strike/train/negative/truck_220.mp4 0
./data/bridge_strike/train/negative/truck_223.mp4 0
./data/bridge_strike/train/negative/truck_231.mp4 0
./data/bridge_strike/train/negative/truck_242.mp4 0
./data/bridge_strike/train/negative/truck_255.mp4 0
./data/bridge_strike/train/negative/truck_259.mp4 0
./data/bridge_strike/train/negative/truck_262.mp4 0
./data/bridge_strike/train/negative/truck_267.mp4 0
./data/bridge_strike/train/negative/truck_6.mp4 0
./data/bridge_strike/train/negative/truck_67.mp4 0
./data/bridge_strike/train/negative/truck_79.mp4 0
./data/bridge_strike/train/positive/truck_0.mp4 1
./data/bridge_strike/train/positive/truck_10.mp4 1
./data/bridge_strike/train/positive/truck_100.mp4 1
./data/bridge_strike/train/positive/truck_101.mp4 1
./data/bridge_strike/train/positive/truck_102.mp4 1
./data/bridge_strike/train/positive/truck_103.mp4 1
./data/bridge_strike/train/positive/truck_104.mp4 1
./data/bridge_strike/train/positive/truck_105.mp4 1
./data/bridge_strike/train/positive/truck_106.mp4 1
./data/bridge_strike/train/positive/truck_107.mp4 1
./data/bridge_strike/train/positive/truck_108.mp4 1
./data/bridge_strike/train/positive/truck_11.mp4 1
./data/bridge_strike/train/positive/truck_110.mp4 1
./data/bridge_strike/train/positive/truck_111.mp4 1
./data/bridge_strike/train/positive/truck_112.mp4 1
./data/bridge_strike/train/positive/truck_113.mp4 1
./data/bridge_strike/train/positive/truck_114.mp4 1
./data/bridge_strike/train/positive/truck_115.mp4 1
./data/bridge_strike/train/positive/truck_116.mp4 1
./data/bridge_strike/train/positive/truck_117.mp4 1
./data/bridge_strike/train/positive/truck_118.mp4 1
./data/bridge_strike/train/positive/truck_119.mp4 1
./data/bridge_strike/train/positive/truck_12.mp4 1
